row_long,DUP_ID,kingdom,phylum,class,order,family,genus,species,site,replicate_ltr,replicate_num,count,date
170,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,c,NA,515,2015-06-01
171,OTU_9,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,c,NA,493,2015-06-01
172,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,c,NA,105,2015-06-01
173,OTU_29,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,c,NA,6,2015-06-01
174,OTU_45,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia,Penilia avirostris,MR,c,NA,4298,2015-06-01
175,OTU_68,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,c,NA,470,2015-06-01
176,OTU_142,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,c,NA,888,2015-06-01
177,OTU_179,Eukaryota,Arthropoda,Ellipura,Collembola,Entomobryidae,Willowsia,Willowsia nigromaculata,MR,c,NA,1,2015-06-01
178,OTU_181,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,c,NA,234,2015-06-01
179,OTU_298,Eukaryota,Arthropoda,Maxillopoda,Sessilia,unclassified Sessilia,unclassified Sessilia,Balanoidea sp. MM-2014,MR,c,NA,7,2015-06-01
180,OTU_365,Eukaryota,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,Balanus trigonus,MR,c,NA,8,2015-06-01
181,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,c,NA,1,2015-06-01
182,OTU_944,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,c,NA,43,2015-06-01
183,OTU_1416,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes gracilis,MR,c,NA,1,2015-06-01
184,OTU_1519,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta,MR,c,NA,41,2015-06-01
185,OTU_2452,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calocalanidae,Calocalanus,,MR,c,NA,4,2015-06-01
186,OTU_4464,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,c,NA,1,2015-06-01
187,OTU_4782,Eukaryota,Arthropoda,Maxillopoda,Sessilia,Balanidae,Amphibalanus,Amphibalanus sp. OPC-2014,MR,c,NA,10,2015-06-01
188,OTU_8877,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzellii,MR,c,NA,2,2015-06-01
189,OTU_13274,Eukaryota,Mollusca,Gastropoda,Caenogastropoda,Cerithiidae,Bittiolum,Bittiolum varium,MR,c,NA,8,2015-06-01
190,OTU_13718,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia,Penilia avirostris,MR,c,NA,6,2015-06-01
191,OTU_17953,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora websteri,MR,c,NA,1,2015-06-01
192,OTU_21789,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,c,NA,4,2015-06-01
193,OTU_27106,Eukaryota,Mollusca,Gastropoda,Caenogastropoda,Cerithiidae,Bittiolum,Bittiolum varium,MR,c,NA,3,2015-06-01
194,OTU_31976,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,c,NA,3,2015-06-01
195,OTU_31977,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta,MR,c,NA,1,2015-06-01
196,OTU_33131,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,c,NA,1,2015-06-01
197,OTU_35512,Eukaryota,Arthropoda,Maxillopoda,Harpacticoida,Euterpinidae,Euterpina,Euterpina acutifrons,MR,c,NA,1,2015-06-01
198,OTU_42430,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,c,NA,4,2015-06-01
199,OTU_4,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,MR,a,NA,7858,2015-09-01
200,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,a,NA,326,2015-09-01
201,OTU_68,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,a,NA,29,2015-09-01
202,OTU_97,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Sapphirinidae,Unclassified Sapphirinidae,Sapphirinidae sp. Co425.1.2,MR,a,NA,69,2015-09-01
203,OTU_181,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,a,NA,37,2015-09-01
204,OTU_894,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,a,NA,3,2015-09-01
205,OTU_1254,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Pseudopterogorgia,Pseudopterogorgia,MR,a,NA,2,2015-09-01
206,OTU_1912,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Temoridae,Temora,Temora stylifera,MR,a,NA,54,2015-09-01
207,OTU_3107,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,MR,a,NA,13,2015-09-01
208,OTU_3888,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia sp. 9 sensu Dawson et al. (2005),MR,a,NA,33,2015-09-01
209,OTU_9376,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia sp. 9 sensu Dawson et al. (2005),MR,a,NA,11,2015-09-01
210,OTU_10478,Eukaryota,Porifera,Demospongiae,Verongida,Aplysinidae,Verongula,Verongula,MR,a,NA,1,2015-09-01
211,OTU_11835,Eukaryota,Porifera,Demospongiae,Verongida,Aplysinidae,Aiolochroia,Aiolochroia crassa,MR,a,NA,2,2015-09-01
212,OTU_12303,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,a,NA,2,2015-09-01
213,OTU_14746,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,a,NA,2,2015-09-01
214,OTU_17914,Eukaryota,Arthropoda,Insecta,Hemiptera,Miridae,Taylorilygus,Taylorilygus apicalis,MR,a,NA,8,2015-09-01
215,OTU_20603,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,a,NA,1,2015-09-01
216,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,b,NA,1,2015-09-01
217,OTU_4,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,MR,b,NA,3294,2015-09-01
218,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,b,NA,1180,2015-09-01
219,OTU_35,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,MR,b,NA,5336,2015-09-01
220,OTU_1254,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Pseudopterogorgia,Pseudopterogorgia,MR,b,NA,20,2015-09-01
221,OTU_1604,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,MR,b,NA,1,2015-09-01
222,OTU_3107,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,MR,b,NA,6,2015-09-01
223,OTU_6370,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta helenae,MR,b,NA,22,2015-09-01
224,OTU_7272,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta helenae,MR,b,NA,14,2015-09-01
225,OTU_11835,Eukaryota,Porifera,Demospongiae,Verongida,Aplysinidae,Aiolochroia,Aiolochroia crassa,MR,b,NA,1,2015-09-01
226,OTU_12456,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,MR,b,NA,8,2015-09-01
227,OTU_19045,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,b,NA,1,2015-09-01
228,OTU_32176,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Pseudevadne,Pseudevadne tergestina,MR,b,NA,3,2015-09-01
229,OTU_35325,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia sp. 9 sensu Dawson et al. (2005),MR,b,NA,4,2015-09-01
230,OTU_4,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,MR,c,NA,16482,2015-09-01
231,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,c,NA,948,2015-09-01
232,OTU_181,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,c,NA,63,2015-09-01
233,OTU_855,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,Psammodictyon panduriforme,MR,c,NA,21,2015-09-01
234,OTU_1229,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes depressus,MR,c,NA,8,2015-09-01
235,OTU_1254,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Pseudopterogorgia,Pseudopterogorgia,MR,c,NA,5,2015-09-01
236,OTU_2522,Eukaryota,Porifera,Demospongiae,Astrophorida,Geodiidae,Geodia,Geodia vosmaeri,MR,c,NA,21,2015-09-01
237,OTU_3107,Eukaryota,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Unclassified Corycaeidae,Corycaeidae sp. Co432.1.3,MR,c,NA,23,2015-09-01
238,OTU_3636,Eukaryota,Mollusca,Gastropoda,Patellogastropoda,Lottiidae,Patelloida,Patelloida pustulata,MR,c,NA,2,2015-09-01
239,OTU_8673,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,Cephalotes clypeatus,MR,c,NA,12,2015-09-01
240,OTU_10478,Eukaryota,Porifera,Demospongiae,Verongida,Aplysinidae,Verongula,Verongula,MR,c,NA,2,2015-09-01
241,OTU_13846,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,Laurencia sp. ARS-2010,MR,c,NA,3,2015-09-01
242,OTU_20603,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,c,NA,2,2015-09-01
243,OTU_20720,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Centropagidae,Centropages,Centropages furcatus,MR,c,NA,5,2015-09-01
244,OTU_57491,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia sp. 9 sensu Dawson et al. (2005),MR,c,NA,1,2015-09-01
245,OTU_1,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,2944,2015-11-01
246,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,3747,2015-11-01
247,OTU_9,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,1,2015-11-01
248,OTU_10,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes dispar,MR,a,NA,34,2015-11-01
249,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,a,NA,530,2015-11-01
250,OTU_29,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,1660,2015-11-01
251,OTU_37,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,MR,a,NA,1048,2015-11-01
252,OTU_42,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,a,NA,60,2015-11-01
253,OTU_61,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,a,NA,2769,2015-11-01
254,OTU_235,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Delibus,Delibus,MR,a,NA,85,2015-11-01
255,OTU_250,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,51,2015-11-01
256,OTU_294,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,12,2015-11-01
257,OTU_524,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,6,2015-11-01
258,OTU_855,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,Psammodictyon panduriforme,MR,a,NA,3,2015-11-01
259,OTU_885,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,7,2015-11-01
260,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,7,2015-11-01
261,OTU_1002,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,32,2015-11-01
262,OTU_1153,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,18,2015-11-01
263,OTU_1254,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Pseudopterogorgia,Pseudopterogorgia,MR,a,NA,29,2015-11-01
264,OTU_1604,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,MR,a,NA,6,2015-11-01
265,OTU_2675,Eukaryota,Arthropoda,environmental samples <Crustacea>,environmental samples <Crustacea>,environmental samples <Crustacea>,environmental samples <Crustacea>,Crustacea environmental sample,MR,a,NA,1,2015-11-01
266,OTU_2819,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,1,2015-11-01
267,OTU_4704,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp. 26 LG-2014,MR,a,NA,9,2015-11-01
268,OTU_7190,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,1,2015-11-01
269,OTU_8044,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,a,NA,12,2015-11-01
270,OTU_8507,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,1,2015-11-01
271,OTU_9835,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,1,2015-11-01
272,OTU_12740,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,1,2015-11-01
273,OTU_14322,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,1,2015-11-01
274,OTU_15001,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Delibus,Delibus,MR,a,NA,1,2015-11-01
275,OTU_15239,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,MR,a,NA,1,2015-11-01
276,OTU_16598,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,2,2015-11-01
277,OTU_19679,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,a,NA,1,2015-11-01
278,OTU_25303,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,a,NA,4,2015-11-01
279,OTU_27540,Eukaryota,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion melanosticum,MR,a,NA,3,2015-11-01
280,OTU_32378,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,1,2015-11-01
281,OTU_34059,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,MR,a,NA,1,2015-11-01
282,OTU_38040,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,a,NA,3,2015-11-01
283,OTU_38051,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,a,NA,3,2015-11-01
284,OTU_38054,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,a,NA,3,2015-11-01
285,OTU_66490,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,a,NA,1,2015-11-01
286,OTU_67224,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,a,NA,2,2015-11-01
287,OTU_67231,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus indicus,MR,a,NA,2,2015-11-01
288,OTU_1,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,6702,2015-11-01
289,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,b,NA,6156,2015-11-01
290,OTU_10,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes dispar,MR,b,NA,13,2015-11-01
291,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,b,NA,456,2015-11-01
292,OTU_29,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,3211,2015-11-01
293,OTU_37,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,MR,b,NA,809,2015-11-01
294,OTU_87,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Sparisoma,Sparisoma,MR,b,NA,1,2015-11-01
295,OTU_111,Eukaryota,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis,,MR,b,NA,1291,2015-11-01
296,OTU_181,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,MR,b,NA,86,2015-11-01
297,OTU_250,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,117,2015-11-01
298,OTU_294,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,b,NA,18,2015-11-01
299,OTU_513,Eukaryota,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis,,MR,b,NA,214,2015-11-01
300,OTU_524,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,16,2015-11-01
301,OTU_855,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,Psammodictyon panduriforme,MR,b,NA,10,2015-11-01
302,OTU_885,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,6,2015-11-01
303,OTU_922,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,b,NA,11,2015-11-01
304,OTU_1002,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,52,2015-11-01
305,OTU_1051,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,MR,b,NA,2,2015-11-01
306,OTU_1153,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,44,2015-11-01
307,OTU_1254,Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Pseudopterogorgia,Pseudopterogorgia,MR,b,NA,32,2015-11-01
308,OTU_1369,Eukaryota,Cercozoa,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae,Bigelowiella,Bigelowiella natans,MR,b,NA,12,2015-11-01
309,OTU_1604,Eukaryota,Chordata,Ascidiacea,Enterogona,Ascidiidae,Ascidia,Ascidia ahodori,MR,b,NA,6,2015-11-01
310,OTU_1665,Eukaryota,Porifera,Demospongiae,Hadromerida,Clionaidae,Cliona,Cliona delitrix,MR,b,NA,2,2015-11-01
311,OTU_2522,Eukaryota,Porifera,Demospongiae,Astrophorida,Geodiidae,Geodia,Geodia vosmaeri,MR,b,NA,1,2015-11-01
312,OTU_2761,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,b,NA,5,2015-11-01
313,OTU_3130,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,4,2015-11-01
314,OTU_4704,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp. 26 LG-2014,MR,b,NA,3,2015-11-01
315,OTU_6102,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus versicolor,MR,b,NA,7,2015-11-01
316,OTU_7271,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,7,2015-11-01
317,OTU_7495,Eukaryota,Porifera,Demospongiae,Astrophorida,Geodiidae,Geodia,,MR,b,NA,9,2015-11-01
318,OTU_14322,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,1,2015-11-01
319,OTU_15239,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,MR,b,NA,1,2015-11-01
320,OTU_19679,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,b,NA,1,2015-11-01
321,OTU_28567,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Artemisina,Artemisina melana,MR,b,NA,3,2015-11-01
322,OTU_32397,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,b,NA,1,2015-11-01
323,OTU_35879,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,MR,b,NA,1,2015-11-01
324,OTU_36897,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus perezii,MR,b,NA,3,2015-11-01
325,OTU_40097,Eukaryota,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Haliclona (Halichoclona) sp. A GPM-2011,MR,b,NA,2,2015-11-01
326,OTU_44373,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Clathriidae,Pandaros,Pandaros acanthifolium,MR,b,NA,2,2015-11-01
327,OTU_61764,Eukaryota,Porifera,Demospongiae,Haplosclerida,Niphatidae,Niphates,Niphates erecta,MR,b,NA,2,2015-11-01
328,OTU_1,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,c,NA,10223,2015-11-01
329,OTU_2,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,c,NA,10937,2015-11-01
330,OTU_12,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,MR,c,NA,198,2015-11-01
331,OTU_29,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,c,NA,63,2015-11-01
332,OTU_37,Eukaryota,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,Apionsoma,Apionsoma misakianum,MR,c,NA,129,2015-11-01
333,OTU_42,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus quasimodo,MR,c,NA,92,2015-11-01
334,OTU_55,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,MR,c,NA,966,2015-11-01
335,OTU_76,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta enflata,MR,c,NA,1,2015-11-01
336,OTU_179,Eukaryota,Arthropoda,Ellipura,Collembola,Entomobryidae,Willowsia,Willowsia nigromaculata,MR,c,NA,8,2015-11-01
337,OTU_192,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes,Diphyes bojani,MR,c,NA,60,2015-11-01
338,OTU_250,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,c,NA,6,2015-11-01
339,OTU_294,Eukaryota,Haptophyceae,Haptophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,MR,c,NA,63,2015-11-01
340,OTU_524,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus,MR,c,NA,21,2015-11-01
341,OTU_809,Eukaryota,Porifera,Demospongiae,Astrophorida,Geodiidae,Geodia,,MR,c,NA,3,2015-11-01
342,OTU_855,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon,Psammodictyon panduriforme,MR,c,NA,2,2015-11-01
